Pose_Class,kpt_0,kpt_1,kpt_2,kpt_3,kpt_4,kpt_5,kpt_6,kpt_7,kpt_8,kpt_9,kpt_10,kpt_11,kpt_12,kpt_13,kpt_14,kpt_15,kpt_16,kpt_17,kpt_18,kpt_19,kpt_20,kpt_21,kpt_22,kpt_23,kpt_24,kpt_25,kpt_26,kpt_27,kpt_28,kpt_29,kpt_30,kpt_31,kpt_32,kpt_33
정면_누움,350.34988,380.87335,337.8709,362.77026,342.71402,385.9188,352.24557,317.27615,354.90427,373.39258,381.37442,267.71298,399.47278,378.79245,439.15808,274.8895,445.30313,411.75543,420.22348,329.4735,472.43286,457.46106,612.05133,283.92053,619.7134,365.52576,694.1495,275.67188,704.02875,460.45355,852.22076,284.22632,860.451,468.4737
정면_누움,348.69247,379.89957,336.026,359.32898,339.56418,386.2967,350.23196,312.42847,351.11758,376.31863,382.21268,264.4235,398.10364,383.13766,443.77927,268.58667,445.2049,414.63773,421.51852,322.91055,473.98138,465.9097,609.0818,294.44037,615.2453,379.62805,692.44434,278.773,709.33124,471.92383,854.0948,284.88,861.1052,472.80804
정면_누움,344.4544,374.33185,332.65576,360.91904,333.07443,383.20697,340.59378,327.9743,338.69745,381.67258,392.44907,290.08362,384.7015,381.75696,438.24182,265.002,443.38544,418.86206,431.6197,321.5657,502.5952,480.3488,598.48083,319.73038,592.60333,385.32068,711.01245,313.72382,712.43445,425.99908,857.1145,331.42435,865.2321,449.6727
정면_누움,352.14517,371.56854,339.68655,354.18127,339.37805,379.87845,346.82156,323.17612,342.11758,384.22806,386.64832,278.38608,389.3533,397.87225,456.01498,249.20905,452.10773,431.33658,425.627,261.87756,507.16025,477.4,612.79645,307.766,614.25476,390.60718,702.56573,275.84885,716.2656,444.99042,867.7848,300.37625,872.1953,470.3189
정면_누움,347.05963,373.9546,333.24747,357.85107,332.42157,382.7578,341.2099,330.61832,335.39206,390.60507,387.3152,286.36523,382.4572,396.1624,441.67288,243.95706,445.45114,432.39832,415.80045,264.99704,507.39853,476.10904,607.6449,307.58017,601.7575,383.107,721.826,291.83603,723.4155,416.13058,871.7168,326.7481,871.7263,457.39822
정면_누움,318.32843,311.6325,309.90894,292.367,310.2578,317.28317,326.90283,262.81796,327.77298,319.91486,406.769,236.88141,375.52856,341.85876,479.73883,211.70497,410.938,390.29736,456.6486,236.7337,429.86838,341.99225,615.04675,299.08334,594.8436,364.2072,698.3915,315.31995,678.452,426.93237,851.8185,336.86743,845.642,437.0984
정면_누움,391.38107,165.55269,380.48035,158.82652,377.5429,163.72513,336.54114,177.40817,336.54492,194.3894,356.3039,205.43477,346.55115,255.69919,495.02124,220.10353,484.2382,240.94437,592.46954,168.9335,596.6394,167.14212,571.3644,277.97623,569.8128,333.54163,690.63666,215.83774,693.1112,346.7171,834.178,263.67993,850.8148,399.13022
정면_누움,484.7894,189.86296,469.1615,188.04875,480.06012,183.20703,396.2762,213.88052,442.0968,209.5929,364.40735,239.47745,463.86197,245.21115,419.74213,221.7012,620.34436,168.58182,498.30524,142.97906,706.79095,116.27464,573.53455,291.34515,630.80865,321.8226,715.08655,231.3584,748.31647,317.6961,861.5349,282.47314,857.8993,394.96344
정면_누움,490.7578,196.95474,478.3181,197.52109,491.1344,190.81781,417.51538,222.18933,469.30365,213.13852,391.53943,229.34479,478.22888,242.42227,441.14682,186.92441,615.168,197.24835,501.01105,135.50601,707.81647,135.27846,562.66034,297.67737,611.58386,324.75272,680.3971,229.53522,702.4304,289.55856,855.62225,281.09564,852.7244,382.60614
정면_누움,502.6214,168.55981,490.0548,159.19861,490.2539,171.9901,443.7514,173.98357,446.58353,207.07718,438.29846,169.93555,437.00415,258.54663,525.6726,153.35043,595.7238,271.46573,609.2393,132.80397,750.2845,181.00244,601.02606,242.91733,590.08716,312.9528,768.39105,178.54822,738.17206,325.4645,867.2615,254.328,854.3683,410.87375
정면_누움,455.448,209.38101,442.4577,198.51804,443.025,221.28195,413.94043,206.0033,419.64258,258.81094,428.05548,185.88284,441.0498,314.55472,558.8101,143.85172,602.87537,340.91788,648.6556,131.63753,718.3974,275.08594,608.9394,233.6651,617.77423,317.53226,730.308,185.17422,748.5865,351.85107,853.05774,253.5993,878.2197,391.92972
정면_누움,497.61584,188.58917,490.47296,176.28378,479.62646,186.04768,450.0841,179.61765,440.1938,206.88943,446.8678,183.46246,451.1376,245.92776,551.20154,151.37613,580.3256,235.74942,692.7738,126.132965,701.6051,180.02438,604.67633,264.94644,606.2502,316.5241,706.0996,203.6799,694.40955,310.48337,848.1186,270.78076,845.1755,388.1692
정면_누움,567.64294,187.92426,553.4972,183.29892,559.6294,186.53978,492.81525,198.79402,524.58234,211.1452,474.71942,200.78477,523.1887,230.57747,584.1136,154.86514,670.93933,189.46431,689.7817,130.73564,770.7318,139.6607,589.0116,283.92526,612.38086,315.9499,700.2616,212.75943,695.21436,281.20618,865.416,275.1981,845.5488,380.32922
정면_누움,515.23596,179.05652,505.67743,166.31567,501.03857,178.69876,459.99658,168.99797,458.1278,199.73969,456.73126,174.04762,456.30643,257.49106,563.2277,151.48763,591.5345,275.7914,673.8466,132.43855,726.13605,190.888,598.3556,269.42743,598.34344,330.7522,707.9471,197.0753,684.79126,319.52267,847.0884,265.60083,856.2812,382.518
정면_누움,475.63452,191.5737,461.3064,176.77713,456.82623,201.00352,411.50574,184.5087,407.98306,240.37408,418.8664,178.2298,412.03052,290.8279,561.3179,154.72351,576.21454,314.0241,677.33105,135.717,692.3648,210.75093,563.1432,263.71277,557.8431,338.6836,697.94135,203.41714,697.35004,344.8883,858.09357,270.38882,873.7267,401.10458
정면_누움,367.7251,198.80305,358.52014,189.0081,353.67633,202.8153,331.15356,206.3883,327.9374,240.44354,346.68628,216.04587,363.21216,315.40567,460.66476,251.58856,525.6764,372.64108,519.4172,229.67493,594.9291,257.3159,591.43933,277.0865,602.72217,350.04575,697.9471,201.19199,707.4978,344.58093,863.5043,280.5996,875.5239,406.37195
정면_누움,317.78625,311.61035,312.72455,302.02252,310.18073,317.7503,329.43262,298.2848,321.39044,335.64618,384.3313,278.0973,381.2741,352.7684,477.9037,253.85217,446.2818,332.56067,435.8297,233.6735,411.42838,266.7964,581.23364,287.57922,573.2983,340.41913,657.19977,275.82208,598.4009,395.80713,844.3055,304.1244,743.4225,423.91284
정면_누움,334.59036,348.2396,330.3194,336.21048,331.81207,348.0942,356.903,314.6466,356.22595,344.62823,404.67133,292.1055,404.8864,354.78613,452.42627,302.627,440.26288,364.9927,398.83325,299.10168,400.69748,346.5036,607.41626,303.27597,605.6315,355.72665,718.01984,307.86206,711.77045,433.41937,882.16614,333.00616,863.63965,476.1376
정면_누움,326.0139,313.22015,319.88998,303.81592,320.95703,321.6313,338.0365,300.24728,339.45267,342.1143,395.3454,266.41733,374.67206,368.17365,467.78897,237.69482,410.5254,351.36966,357.44,250.83429,363.67026,274.07343,614.67554,296.03955,601.8716,371.9575,727.5951,262.29562,729.7359,444.21198,892.6443,312.44232,884.94617,481.99182
정면_누움,325.55753,311.7977,320.1628,307.40833,322.17447,319.23068,343.8432,305.4054,342.09262,336.0097,385.19434,270.40054,381.9698,355.70853,450.60736,254.76822,411.96896,319.63074,362.9138,264.19464,372.68518,257.82343,612.9193,293.63464,609.71497,367.1801,729.21857,248.91092,731.83765,450.10565,884.6256,290.23236,877.618,496.2801
정면_누움,324.39868,312.96082,318.84198,307.72784,320.95908,319.4539,344.65393,304.10052,342.569,334.89413,386.32608,271.8761,388.22433,355.31842,446.36914,259.75043,417.13928,317.83493,358.78543,265.7838,372.5165,253.58759,618.61664,294.7571,618.29913,367.0988,730.9488,252.03522,737.11584,450.40402,885.8282,286.6822,880.058,492.43506
정면_누움,330.43155,354.02966,324.10556,339.02133,322.72873,359.3816,347.28244,310.5257,342.27484,360.36047,396.88068,271.68512,394.4665,381.03183,464.23044,260.43488,450.76468,411.3367,429.38226,285.74802,421.18152,384.16144,616.5634,291.44836,614.44965,365.616,722.5485,282.42603,717.53876,442.38855,892.67865,316.71405,876.8504,478.11807
정면_누움,330.7979,365.2448,323.78934,347.3728,319.971,370.44128,361.44763,319.21576,341.17572,374.46762,389.7868,264.75903,382.17422,387.4958,454.8839,259.43228,444.82986,435.7356,430.2329,283.35065,490.4615,472.45026,612.24927,279.34882,599.78015,369.95764,741.8901,263.43814,729.85815,456.5658,885.25104,254.18796,880.7705,470.56985
정면_누움,332.6187,366.89764,325.1521,349.4475,322.4828,371.11087,362.0288,320.19308,344.82864,372.91364,391.33752,265.53723,386.7548,383.4013,454.79126,260.76187,445.26318,427.71564,429.3439,285.0811,484.93127,467.32892,618.47546,280.899,607.68744,369.13306,743.9514,266.53378,731.4903,456.21707,882.96063,253.51114,875.75195,469.61743
정면_누움,332.43268,363.5694,324.94745,346.47827,322.446,368.57706,362.25153,319.1891,346.27408,372.5545,395.2836,264.6811,390.40445,384.29327,458.68585,258.68088,447.01318,426.6021,429.53702,283.0096,482.1129,465.9925,626.8684,283.16644,616.8167,372.13196,748.5068,261.98035,740.84906,455.08142,881.4757,256.48154,879.7439,472.3006
정면_누움,334.74548,365.37903,327.01688,348.65955,325.52545,370.18842,363.12747,319.8072,348.40695,372.01453,393.1575,263.93842,389.30634,384.58228,458.53275,257.81992,447.17694,429.3631,431.69867,282.79227,485.745,470.74652,622.3072,282.08875,612.85114,372.15683,747.50494,260.71466,736.9268,456.18243,882.90894,254.03955,879.6961,471.01456
정면_누움,332.01556,364.70282,324.5837,347.13,321.0423,370.7049,362.00967,319.4936,341.97894,375.93747,391.6305,263.45142,383.6273,390.2985,459.01514,254.68506,442.1858,436.2073,430.7395,282.3254,480.7375,471.68512,616.83575,280.27325,604.85236,372.96848,743.48975,262.2315,733.6901,460.84897,880.7521,251.72119,880.10266,471.0067
정면_누움,332.04465,365.92493,324.96252,348.80243,322.2681,370.62677,362.7166,320.34302,344.93158,373.1192,395.25446,264.18094,385.65613,385.1703,459.771,252.77817,443.55884,428.92352,430.32376,282.2218,478.7821,468.64966,620.74884,279.04114,607.5133,368.30765,750.6886,263.68872,736.4343,453.25897,882.5073,260.3026,881.342,471.26782
정면_누움,332.1013,365.58432,323.95303,347.32953,321.78702,372.05438,360.11566,318.9143,344.79602,377.16193,389.47354,264.70456,389.30365,389.81332,456.7583,257.3767,447.43027,432.84015,428.623,282.08044,485.78812,470.1765,614.4114,281.38782,607.57184,373.01813,739.49194,256.79437,736.51044,455.35928,886.5771,249.05695,884.4431,466.00882
정면_누움,330.61346,354.68015,323.86835,340.01837,322.87946,363.2852,348.27127,315.74884,341.94473,368.9801,411.88138,279.51938,390.08453,386.92776,465.69824,238.73169,460.8641,423.65082,429.81525,277.651,520.61456,475.57535,619.99866,301.06274,604.033,374.86572,733.8977,288.70206,716.5443,429.01044,885.84094,330.3695,873.82623,459.39502
정면_누움,332.27042,366.62628,324.83685,348.73822,321.88367,370.92096,363.05496,319.069,343.9935,372.81003,394.2669,264.6744,384.88202,384.4044,458.99426,258.73035,441.47635,430.02594,432.10895,282.93073,480.77078,470.61005,617.14923,280.89365,603.9531,369.83777,747.957,264.66602,734.83673,454.66098,879.7848,252.27173,877.68115,468.11862
정면_누움,330.36472,356.69812,323.75067,342.15555,323.14963,364.05865,348.8308,317.04343,342.27307,367.74918,411.11755,279.4725,391.13403,385.7278,465.5664,240.01389,462.8986,423.08368,429.86,277.40613,521.4737,474.59012,617.2148,300.41724,603.0607,373.91083,733.6315,290.88934,719.3492,432.0143,879.17114,329.83063,871.39215,464.13455
정면_누움,332.32385,366.9967,324.9548,349.17633,322.08536,371.31104,362.77914,319.6822,344.4068,373.29828,396.17035,264.57977,386.27817,385.71704,460.8424,255.93463,447.45697,433.31512,432.46423,280.43088,485.71048,471.9335,623.1577,282.05325,608.8836,371.02213,751.3325,266.8835,731.49414,454.0522,884.4686,261.25375,878.20233,471.80066
정면_누움,330.64386,354.74274,323.87723,340.3926,323.56647,362.49863,348.41522,316.42758,342.674,367.48257,410.8836,279.3189,390.4268,386.68906,468.75073,237.32437,462.71103,424.42957,432.19592,275.62253,520.24115,477.04797,615.2699,300.3891,600.83887,374.17197,731.89795,289.67828,715.4194,430.6896,882.9919,329.5224,871.1892,464.73596
정면_누움,330.03833,363.6449,323.4619,346.98376,320.45718,367.6933,363.495,320.8883,344.77576,371.57678,395.2418,265.56665,386.60635,385.76257,458.66547,255.34506,443.41727,427.84076,430.23425,282.29468,479.2691,467.27408,623.4938,282.24152,610.8343,371.972,754.1184,262.22702,740.1933,456.41696,882.97675,257.1682,879.3887,477.41214
정면_누움,330.86832,357.1071,323.87204,342.3445,324.0628,364.24326,348.57877,316.8328,343.49173,367.3709,413.22,279.93393,391.05875,385.86786,468.51624,238.39557,460.7386,423.16882,430.92398,277.73807,522.20337,476.2904,620.0906,301.89673,604.86835,375.27048,737.2111,292.13956,721.6249,431.48242,884.64514,330.7887,877.52686,463.92368
정면_누움,332.91953,365.96484,325.51852,348.1631,322.25787,371.56577,363.0134,319.58612,343.92426,375.78555,392.9918,262.9517,384.8897,390.1647,458.50684,254.02533,446.1486,439.6399,430.1628,280.7856,486.02777,476.14008,616.94446,282.68158,604.2014,375.18137,747.3379,260.39917,733.3376,456.46164,883.33813,253.84924,879.60046,470.734
정면_누움,326.1709,358.44623,316.18988,341.53836,320.5227,365.75357,349.35538,305.5234,350.51953,363.28458,389.06836,261.05652,400.44434,381.54187,459.8216,256.80493,461.98395,420.98538,437.27078,285.4405,511.81696,468.75882,618.70264,289.91034,620.24316,378.3505,725.5987,258.14413,721.3601,463.82858,882.5144,283.41498,867.38416,492.17572
정면_누움,333.44464,367.59045,325.6419,349.79913,323.06708,371.85675,363.70654,321.0232,346.46854,374.82022,396.17935,265.3678,390.40076,386.92645,457.24243,256.77927,446.07544,431.14035,428.42197,280.46228,485.4947,471.64377,628.75,284.9956,617.57666,375.12073,754.51575,263.13593,743.1465,455.67755,883.71796,249.50787,881.36334,469.0735
정면_누움,330.74475,365.06854,323.0069,347.239,320.1777,370.8329,360.97437,319.21533,343.40564,375.67938,395.21106,264.9853,386.22763,389.7772,462.73874,254.04855,445.17197,435.931,432.6808,278.98376,484.32034,473.37598,620.5054,283.4821,607.97363,374.22098,747.1935,264.91922,735.80414,456.27847,886.2306,252.90332,885.427,465.0344
정면_누움,331.32144,365.7249,324.48676,348.71387,321.40305,370.55222,362.88702,321.39612,344.59238,374.2964,391.7294,266.5323,386.7323,387.6368,455.1588,255.92392,445.8301,431.89587,428.75424,281.8298,483.4057,474.18607,616.53754,281.5064,605.66693,371.0008,744.8316,263.24506,731.4763,454.76154,885.02466,256.9247,878.07227,471.91568
정면_누움,331.24536,365.8114,323.15424,348.04724,320.71918,370.5509,361.30365,319.79175,344.0677,374.46228,393.12787,264.851,387.95847,387.08405,459.05298,259.55762,447.14758,433.89777,431.91602,281.7787,491.20132,475.40836,624.73553,282.39185,613.66473,373.1674,752.7758,262.36078,740.95917,457.0402,885.52014,248.13904,878.1694,469.57492
정면_누움,330.44064,356.1667,323.51822,340.6837,322.238,364.04565,348.8258,314.81732,341.04913,368.59784,412.5713,279.2423,390.73877,386.79456,468.58612,238.17902,460.78232,423.24664,431.0028,277.4184,520.399,474.39655,617.9686,303.95416,602.6366,377.82895,735.7372,290.75082,721.0012,430.13617,887.355,331.81366,878.6808,463.8924
정면_누움,333.1963,366.27457,325.0052,348.31122,322.20908,371.29163,363.64096,319.88696,345.71036,375.7284,397.10254,264.29962,389.3127,388.42554,461.6341,256.71625,444.72534,434.20203,431.78574,280.25552,484.27582,469.9594,627.77734,284.66882,615.4743,376.02066,753.86743,262.14664,741.76135,456.80673,884.25134,249.91559,880.6763,472.01764
정면_누움,330.50644,363.097,324.1033,345.85175,319.85812,367.16324,364.03735,320.07562,342.70264,372.2074,395.48355,265.5124,383.99243,386.68195,456.03632,256.44022,440.07355,432.24097,428.03564,279.65347,478.20834,469.22205,623.19525,281.0805,608.2882,370.9319,752.7904,264.4084,736.48303,455.51184,885.3915,254.32047,879.90405,472.72968
정면_누움,333.5251,365.9375,326.16467,349.33615,324.5438,370.02905,362.20605,321.29965,346.90695,371.7172,392.6628,265.81256,385.48267,382.69165,453.8302,256.8461,443.3069,428.04843,428.7168,281.79086,483.89264,465.37994,616.60077,277.9291,604.48456,365.17645,747.281,266.50568,730.9957,450.6195,884.90186,259.2321,881.5094,467.9363
정면_누움,332.74564,366.93182,325.81958,349.09146,322.52383,372.47485,362.75494,318.77527,344.61203,374.311,391.48563,263.46432,387.5908,384.7743,456.25958,254.89719,444.23938,426.9875,430.49054,283.18506,478.50128,468.8954,612.60956,276.3936,603.5398,365.35675,733.50134,260.95123,726.4029,453.04343,881.35645,256.35202,879.753,466.91824
정면_누움,332.86066,367.0578,325.29996,349.16687,322.1355,371.62732,363.5736,319.39157,344.5822,374.04013,395.55627,263.5514,387.7259,387.5409,458.15912,255.78204,445.60394,435.8158,430.36285,279.95422,488.7959,477.00375,627.4985,281.21686,615.10815,372.23947,748.26935,264.9672,734.7605,458.17847,883.2461,255.62436,879.464,472.99173
정면_누움,333.44516,365.43878,325.70663,347.50366,323.32208,370.35297,363.20667,318.64172,347.16907,373.5248,397.17307,264.3255,391.63098,386.78156,461.24704,257.4133,447.53595,431.8308,431.87762,281.85098,488.18082,474.99707,628.84155,285.21622,618.8588,375.45825,749.6654,260.50476,742.96985,454.88583,883.8716,251.82724,883.5172,468.14786
정면_누움,332.91434,367.0561,325.31613,349.41135,322.84976,372.3562,362.05942,319.73822,345.12726,374.81732,391.14453,263.91895,386.75473,386.46454,457.3099,255.23486,448.372,432.69916,430.61072,281.57355,486.17603,472.40887,612.97473,278.83032,602.6279,368.72028,741.6644,262.3705,729.9687,453.79504,882.84436,256.8907,878.5104,470.04544
정면_누움,333.95328,358.90552,326.5106,344.1975,326.80316,365.81073,348.56165,317.31113,345.07172,367.31985,410.97125,281.24786,391.17236,382.05432,464.53757,240.11536,457.37225,417.5739,431.3495,274.541,520.2966,472.50668,618.42145,300.4723,604.66986,371.13425,733.71814,296.34772,720.9888,428.41116,891.37415,335.0113,883.18726,460.6976
정면_누움,332.92963,367.31775,325.13995,349.98877,323.09665,372.37668,361.11243,321.2154,345.06073,375.1043,390.2592,265.9652,385.0963,386.94968,454.2201,256.19424,441.89172,431.94586,430.80087,280.10437,480.24347,470.26788,614.91956,276.4466,604.4537,365.77316,743.91064,266.30634,730.6328,455.42685,885.4536,259.39478,882.12866,471.12527
정면_누움,330.92648,359.16653,321.93457,343.17023,322.069,367.3623,357.84106,320.636,348.57446,377.55844,395.33655,266.4312,391.5572,389.2182,465.18024,249.5322,448.99948,434.6178,425.55896,265.18362,489.81665,469.6053,618.27167,280.13098,608.95386,368.68243,731.7513,265.16916,723.8616,450.8736,888.76276,258.14178,884.887,464.5424
정면_누움,337.78006,362.01266,330.359,345.66608,329.73297,367.34662,367.06924,318.87054,355.27878,370.86517,405.3584,260.3913,399.47864,381.72906,470.66745,235.91565,454.83694,424.77863,408.36307,232.548,487.46503,464.6618,623.8806,274.9494,614.4901,361.28943,730.4085,263.49274,724.99664,449.97818,884.4226,258.33194,874.692,466.79697
정면_누움,327.2051,352.13675,322.06192,336.85266,317.86618,360.83377,349.93625,308.34424,338.30884,364.86948,393.00037,265.8113,388.88916,384.20172,465.58163,221.33035,463.58875,428.70605,465.03128,153.37961,515.5607,486.08374,610.3295,295.3294,605.7465,376.87775,720.82025,259.4688,714.8561,443.25574,896.0661,293.0255,868.9131,473.4019
정면_누움,327.45132,354.5881,319.29367,341.03015,320.52652,357.91553,354.0781,314.7093,345.52744,358.714,378.48712,254.58786,379.3428,374.17374,460.47266,239.8328,438.46875,419.23132,521.8419,226.36227,513.3546,455.3418,610.51465,270.96484,605.70044,362.0703,746.65546,255.05432,727.3821,452.35352,878.2525,260.9204,870.6761,486.74576
정면_누움,331.86835,352.4009,327.49454,339.79745,326.8727,354.15714,350.57547,314.70288,348.84357,351.55258,392.2367,279.10223,396.29883,380.30038,468.12885,257.80563,461.31113,415.96777,523.45703,220.9627,470.14005,389.49084,618.2093,312.00714,622.60754,382.47775,728.66187,289.9467,719.70105,441.48477,882.6421,315.3341,878.77136,474.71698
정면_누움,329.67703,347.1928,327.55917,337.22168,326.4126,344.59628,345.73068,319.6704,346.76822,341.01495,389.24847,295.06982,400.9931,369.0797,460.49243,265.69592,463.7055,411.24078,524.8494,221.75821,475.82138,386.2173,617.7602,318.68182,628.73486,370.00983,721.80896,302.5594,730.0543,389.93652,879.16486,301.8596,885.73016,393.17712
정면_누움,331.7918,349.72113,329.4114,336.51282,329.26932,348.37897,348.2901,313.82037,352.68555,344.13028,399.8709,284.6336,405.4542,375.76657,460.78607,245.01804,475.8113,432.43005,501.45428,228.27992,475.42258,404.63135,626.57916,318.52655,631.29236,376.21704,734.67126,323.45914,725.768,416.30997,903.0587,335.95676,909.8406,423.90643
정면_누움,336.9006,356.15735,329.44913,347.10834,339.97778,350.96674,353.39648,315.44894,369.08038,330.0912,385.31714,292.4611,411.39337,341.18628,442.312,349.00317,477.62848,391.68964,467.15527,364.29364,535.8235,467.08,612.4505,283.72556,628.40186,336.73447,709.78595,271.8482,717.825,410.50586,863.9629,273.12708,870.7873,438.79617
정면_누움,334.68918,345.11652,327.71515,333.7348,329.38312,350.71497,347.98438,316.3296,345.5348,355.39984,409.0454,284.78845,393.7482,373.0555,471.10666,242.9072,458.20532,402.4184,453.27847,267.68628,532.4163,430.7707,620.92957,300.85434,612.8958,365.78638,747.9376,287.6797,747.0806,407.84274,884.3134,303.96796,891.0298,422.44034
정면_누움,334.19852,346.51105,327.50714,334.2926,328.4297,352.32248,349.1737,315.05392,345.73532,356.42578,411.6829,282.30768,395.37906,371.95804,470.3297,240.95575,460.69748,404.32608,453.78476,267.40955,529.56323,436.19717,623.08264,299.59717,613.80634,364.44232,749.4775,286.44104,747.7738,403.72607,887.9265,300.6527,894.35596,416.87906
정면_누움,335.43573,352.31,327.97998,340.74887,331.60016,356.67548,345.91138,318.17743,349.07706,355.52795,407.5504,281.19232,395.81665,370.2111,473.55957,239.72144,466.39624,404.18268,454.66803,268.6927,531.4323,437.32208,615.889,295.80185,610.67096,360.11688,739.50543,285.09717,737.51294,403.92603,884.5397,297.25476,888.81384,416.51962
정면_누움,333.52557,339.0119,323.92776,328.1465,326.68518,347.72647,345.02722,310.44354,343.43933,356.4262,416.3167,275.62875,393.12347,368.12015,463.06036,226.78067,464.9614,404.1237,378.50693,233.1571,531.3014,438.32254,623.9822,292.83295,608.0614,358.1591,748.0364,285.39447,743.845,403.3305,885.8064,301.17676,887.1907,426.638
정면_누움,334.5221,345.02765,324.48306,332.7052,327.17474,354.8149,345.47943,309.67126,343.85007,360.82477,417.02902,271.80875,396.18228,370.9525,466.16196,223.25247,467.02875,403.81647,376.4479,232.28503,531.9906,436.0595,623.38745,293.21246,609.6705,362.0405,743.1205,278.50342,742.04297,408.2614,889.52655,299.94373,887.8901,431.31033
정면_누움,330.42517,348.43604,326.24072,334.54825,324.64133,353.1881,354.10776,313.3947,343.67282,355.7937,414.85828,279.74484,397.09277,374.10886,475.28296,236.29889,464.83917,404.56458,450.7331,267.70416,532.78015,438.26675,618.32404,296.06085,608.3798,362.961,744.39124,283.9104,743.2389,408.22516,888.6285,303.3747,892.31866,424.4017
정면_누움,332.37817,344.21756,326.49094,330.2434,324.8659,351.38052,351.6244,309.86313,342.1867,357.95834,415.28485,277.51556,395.8191,377.75726,476.1131,232.6319,463.5045,405.31787,454.4302,267.3624,531.2001,436.64786,623.50354,298.49017,612.43176,368.4237,742.7571,280.7556,741.62463,412.00153,884.0661,300.3313,891.28357,423.53003
정면_누움,331.7757,336.7493,324.83292,324.71817,324.69452,344.9507,350.69092,306.5611,341.67334,353.11316,420.26086,273.15668,392.15955,368.3669,475.16586,223.50359,463.47977,404.49545,395.4607,221.17923,535.5809,440.4836,619.21545,291.38898,601.2622,358.15442,743.1858,280.32068,738.7106,404.53934,889.55493,309.66223,886.7557,434.50696
정면_누움,333.64496,340.42743,326.09174,328.6167,328.23886,345.76538,347.84558,307.8715,345.76178,348.27875,417.46713,273.30353,394.49023,363.51874,473.15054,225.15233,466.12372,404.13037,399.4995,229.95378,532.04785,440.38458,626.1587,292.9306,612.4034,356.97897,746.5384,282.85413,744.3579,397.91974,892.2332,299.6135,894.713,418.3193
정면_누움,330.06247,333.99356,325.2467,320.76306,321.1267,343.93643,352.5736,307.75464,337.24274,359.44882,413.53766,278.7976,391.97058,381.71478,468.2977,241.19196,465.37344,408.6012,432.04782,274.53348,532.75116,437.16583,620.9678,296.0676,607.2844,368.5927,741.6873,272.2735,744.1759,414.56274,887.19543,293.07034,893.36584,427.53534
정면_누움,332.81,348.26227,325.41034,333.5751,324.30316,356.11597,350.5007,308.33752,341.55063,359.99084,414.9405,276.21722,394.62793,376.65283,468.9208,239.83041,466.79712,408.05203,431.45435,276.86084,533.23956,436.47803,626.20215,298.8727,612.8344,369.55597,750.391,284.74524,746.0912,416.3565,886.4628,299.61597,895.40076,423.4809
정면_누움,331.1272,335.6714,325.5136,321.25488,321.3972,345.7015,353.17142,304.8706,337.8161,359.61588,416.7879,276.72815,393.00873,380.5294,469.59338,235.82162,462.312,407.82104,433.61227,273.3496,529.86383,437.98398,621.8029,296.2044,606.2426,367.9573,742.5083,279.1009,742.06494,414.23868,886.2163,305.9131,892.04553,431.39142
정면_누움,331.4817,336.34595,325.91888,322.9576,322.81042,346.78583,352.59778,306.64862,339.88333,359.95746,415.47217,276.58447,392.24088,381.3041,469.2638,236.86102,465.61407,410.54346,432.10098,273.9095,531.81323,439.70685,619.16296,297.50873,604.2519,370.23123,740.1135,278.0954,737.941,417.50763,886.6953,297.63593,895.1934,427.16074
정면_누움,332.0445,337.27957,325.42902,323.6448,323.0472,347.77985,350.65576,305.75336,339.45782,359.88803,413.4479,275.55768,390.74072,378.37003,470.02792,237.62091,460.6147,406.57794,435.07486,274.12073,531.0678,438.63342,616.23865,295.33673,601.94946,367.71298,741.49286,275.86935,741.4182,415.3512,889.07007,299.73077,896.0951,430.6006
정면_누움,332.17755,340.56537,326.7967,325.8104,322.7344,349.2312,355.58365,305.8584,339.3804,358.85834,419.17975,274.7973,393.94556,379.24753,471.11456,235.06659,461.26733,408.49353,432.47025,272.33725,532.51843,439.2364,626.9426,296.86218,610.9615,369.58673,745.2316,275.3396,744.87085,413.91193,881.1096,293.39136,889.05273,423.53668
정면_누움,333.80988,332.62598,326.03748,320.21555,324.34802,342.94455,349.91675,303.74567,338.24463,355.89334,420.278,274.25244,389.7729,374.2547,478.30243,227.61092,468.26102,407.76407,396.61932,234.14307,532.83203,438.10535,619.41034,295.65198,599.69604,364.8602,744.12476,281.46484,740.6345,410.79193,888.5675,305.65076,891.8884,429.87805
정면_누움,333.37506,339.31186,326.66925,327.394,328.37225,344.25745,351.08545,307.13812,347.24387,346.82666,419.46777,273.92087,396.7346,363.06015,472.7641,223.51816,471.08173,404.67972,389.3791,214.15909,534.6021,441.37054,623.4833,292.70798,608.90234,355.59387,741.32764,289.8844,737.1874,403.42084,887.86584,305.19382,888.4895,422.81003
정면_누움,335.96698,339.4957,327.78714,326.63654,328.2591,346.52417,350.84677,305.671,344.26642,352.15314,418.64313,273.98822,398.00037,368.27808,471.61823,224.35823,472.6925,408.25903,390.81683,210.687,533.9062,440.86572,625.4182,297.28204,612.12683,362.93216,747.8365,282.43018,746.87,401.23874,886.55365,300.15237,889.96515,421.71075
